perfect,target
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委常委
1,党委常委
1,党委委员
,党委副书记
1,党委委员
1,党委委员
,党委副书记
1,党委常委
1,党委常委
1,中共党员
1,党委常委
1,党委委员
1,共产党党员
,纪委副书记
,纪委副书记
1,中共党员
,纪委副书记
,机关党委副书记
,党委副书记
1,纪委书记
1,党委书记
,纪委副书记
1,中共党员
1,党委书记
1,党委书记
,纪委专职副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
,党委宣传部副部长
1,党总支书记
1,党委书记
1,纪委书记
1,党委书记
1,纪委书记
1,党委书记
1,纪委书记
1,党委常委
,党委副书记
,党委副书记
1,党委书记
1,党委委员
1,党工委书记
,区委办公室副主任
,党组成员
1,党委委员
1,中共党员
1,中共党员
,党委办秘书
,省委组织部考评中心副主任
,省委组织部考评中心副主任
,省委组织部考评中心主任
1,党委委员
1,党委书记
1,中共党员
,加入中国共产党
1,党支部书记
,加入中国共产党
,党组成员
1,党委书记
,党组成员
,加入中国共产党
,加入中国共产党
,党委副书记
,党委副书记
,县委副书记
1,党委委员
1,党委书记
1,中共党员
,机关党委办公室主任
,党组成员
,市委会常委
1,市委常委
,市委组织部科员
1,中共党员
,共产党员
1,中共党员
,团委副书记
,团委副书记
1,团委书记
1,团委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,党委书记
1,党委书记
1,党委常委
1,中共党员
1,党委书记
1,党委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
,加入中国共产党
1,党支部书记
1,党支部书记
1,党支部书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,党委委员
,党组成员
,党委副书记
1,党组书记
,党组副书记
1,党委书记
1,党委委员
,党委副书记
,党组成员
1,党委书记
1,党委委员
1,纪委书记
1,中共党员
1,党委委员
1,中共党员
1,党委委员
,党组成员
1,党组书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委书记
,区委副书记
1,区委书记
,党委副书记
1,党委书记
,区委办公室主任
1,党委委员
,区委办公室主任
1,党委委员
1,市委常委
1,市委常委
,市委副书记
,市委副书记
,党工委副书记
1,党委书记
1,中共党员
,党委副书记
1,党委委员
1,党支部书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
,加入中国共产党
1,党支部书记
1,党支部书记
1,党支部书记
1,支部书记
,党委副书记
1,中共党员
,党委副书记
1,党委常委
1,党委常委
1,党委常委
1,党委委员
1,中共党员
1,中共党员
1,党支部书记
1,党委委员
1,党委委员
1,中共党员
,省委宣传部宣传处干事
,省委宣传部文明办副主任
1,省委讲师
,党委副书记
1,党委书记
1,党委书记
1,纪委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党支部书记
1,中央党校教师
,党委副书记
,党委副书记
,党组成员
1,党委常委
1,党委常委
1,中共党员
1,党总支书记
1,党总支书记
1,党支部书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,党委书记
1,党委委员
,党委副书记
1,中共党员
1,团委书记
1,党支部书记
1,党委书记
1,党委委员
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,党委常委
1,党委常委
1,党委常委
1,中共党员
1,党支部书记
1,中共党员
1,党委书记
1,纪委书记
1,党委常委
1,党委常委
1,党委常委
,党组成员
,党组成员
1,党委委员
1,党委委员
1,纪委书记
,党委办公室)总经理
1,纪委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委常委
1,党委常委
1,党委常委
,党委副书记
,党委副书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委常委
1,纪委书记
1,党委常委
1,纪委书记
1,党委常委
1,纪委书记
,党委副书记
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党总支书记
1,中共党员
1,党委书记
1,党总支书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,纪委书记
,党组成员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,纪委书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
1,中共党员
1,党委书记
1,党工委委员
,党委副书记
1,党总支书记
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,纪委书记
1,党总支书记
1,中共党员
,党委组织部（党委干部
1,党委干部
,党委统战部）部长
,党委组织部（党委干部
1,党委干部
,党委统战部）部长
1,党委常委
,党委副书记
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
,中共常州国家高新技术产业开发区党工委委员
1,党工委委员
,中共常州市新北区委副书记
,区委副书记
,毕业于中共中央党校
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,纪委委员
1,纪委委员
1,纪委委员
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
,区委区政府接待处科员
1,党委委员
1,纪委书记
1,党委常委
,党委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,党委书记
1,中共党员
,党委纪委办公室党务政工业务副经理
,党务政工业务副经理
,纪委办公室党务政工业务副经理
,团委副书记
,党委办公室(工会办公室)主任
,加入中国共产党
1,党委书记
1,中共党员
1,党委常委
1,党委常委
,党委副书记
,党委副书记
1,党委常委
1,中共党员
,党委副书记
,党委副书记
1,党支部书记
1,党总支书记
,党组成员
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,纪委副书记
1,纪委委员
,中共重庆市纪委驻市国资委纪检组办公室副主任
,纪委驻市国资委纪检组办公室副主任
1,纪委委员
1,党委委员
,团委副书记
1,团委书记
,党委副书记
1,纪委书记
,党委副书记
,党委副书记
,党委副书记
1,中共党员
,党委副书记
1,中共党员
1,中央党校研究生
,区委宣传干事
,团委副书记
1,中共党员
,加入中国共产党
1,党委委员
1,党委书记
1,党委委员
1,党委委员
1,党委书记
1,党委书记
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
,党委办公室副主任
1,党委书记
,党委副书记
1,党委常委
1,中共党员
1,党委委员
1,纪委书记
1,纪委委员
1,中共党员
1,团委书记
1,中共党员
1,党委委员
1,党支部书记
1,党委委员
1,党总支书记
1,党委委员
1,中共党员
1,党支部书记
1,党支部书记
1,党支部书记
1,党委委员
1,党委常委
1,党委委员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党总支委员
1,党总支书记
1,党委委员
1,党委委员
,机关党委专职副书记
,纪委机关党委专职副书记
,省委巡视办副主任
1,党委委员
1,纪委书记
1,中共党员
1,党委书记
1,党委书记
1,支部书记
1,党支部书记
1,党委书记
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委常委
1,机关党委书记
,党委办公室主任
,党委办公室秘书
,党委办公室主任
1,机关党委书记
,党委办公室主任
1,机关党委书记
,党委办公室主任
1,党委常委
,党组成员
1,党组书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党委办公室)副主任
,党委办公室)主任
,党委办公室)综合室经理
1,中共党员
1,中共党员
1,团委书记
1,党支部书记
1,支部书记
1,党支部书记
1,党支部书记
,党委副书记
,党办副主任
1,纪委委员
,党办副主任
1,党办主任
1,中共党员
1,党委委员
,党委副书记
1,党委委员
,党委副书记
1,中共党员
,党委副书记
,党委副书记
,党委副书记
,党委办公室和总裁办公室副主任
1,支部书记
1,团委书记
1,党政办主任
1,党委委员
1,党委委员
1,党工委委员
1,党工委委员
1,党委委员
,党委副书记
,党委副书记
,加入中国共产党
,党委副书记
,党委副书记
,党委副书记
,加入中国共产党
1,党委委员
1,中共党员
1,纪委委员
1,党支部书记
,加入中国共产党
,党委副书记
1,党总支书记
,党委副书记
1,党委书记
1,党委书记
,加入中国共产党
,党委副书记
1,党委书记
,党委副书记
,加入中国共产党
,中央党校本科学历
,加入中国共产党
1,中共党员
,加入中国共产党
1,中共党员
,加入中国共产党
1,党委书记
1,纪委书记
1,党委委员
1,中共党员
,加入中国共产党
1,中共党员
,加入中国共产党
1,中共党员
,团委副书记
1,纪委书记
,加入中国共产党
1,中共党员
1,中共党员
1,党委书记
,加入中国共产党
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委(纪检)办公室副主任
1,党委委员
1,纪委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,党委书记
1,党委委员
,党组成员
,党组副书记
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委常委
1,中共党员
1,团委干部
1,党委书记
,加入中国共产党
1,党委书记
,党委副书记
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,党委书记
,党委副书记
1,党委常委
,党委组织部部长
1,中共党员
1,中共党员
1,党委书记
1,党委常委
1,党委委员
,党委副书记
1,中共党员
,加入中国共产党
1,党委书记
,党委组织部部长
1,党委常委
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,纪委委员
,加入中国共产党
1,中共党员
1,党委常委
1,纪委书记
,党委副书记
,县委副书记
1,区委常委
,县委副书记
,区委副书记
,党组成员
1,党组书记
1,党委常委
1,党委委员
1,党委书记
1,党委委员
1,纪委书记
,纪委办主任
1,党委书记
1,党委书记
,共产党员
1,党委委员
,加入中国共产党
,党总支副书记
1,党委书记
,党委办公室主任
1,党支部书记
1,党委书记
,团委副书记
1,党委书记
1,党委书记
,党组纪检组驻中国华电科工集团有限公司纪检组工作
1,党委委员
,党委副书记
,中共江苏省委决策咨询委员
,省委决策咨询委员
1,中共党员
1,党支部书记
,党总支部书记
1,支部书记
1,党委书记
1,中共党员
1,团委书记
1,党支部书记
1,党支部书记
1,党支部书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
,纪委驻省国资委纪检组副组长
1,党委书记
,党委副书记
,党组成员
1,党委委员
,党委副书记
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
1,党支部书记
1,党支部书记
1,党委书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
,加入中国共产党
,加入中国共产党
,党委副书记
1,纪委委员
1,党支部书记
1,纪委委员
1,党委书记
1,党委委员
1,纪委书记
1,党委书记
,党组成员
1,党委委员
1,党委委员
,党委副书记
1,中共党员
,党委副书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,党委委员
,党组成员
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,党委书记
,党办副主任
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,中共党员
1,党委委员
,党组纪检组派驻华电科工纪检组组长
1,纪委书记
1,纪委书记
1,党委委员
,党组纪检组组长
1,党委委员
1,纪委书记
1,党委书记
,党委副书记
1,党组书记
1,市委委员
,党委副书记
,党委组织部部长
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
,党委组织部部长
1,党委书记
1,党委委员
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,党委书记
1,党委书记
1,党委委员
,党委副书记
,党组成员
1,党委委员
1,党委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
,共产党十八大全国党代表
1,中共党员
1,中共党员
1,党委书记
1,纪委书记
,中央党校函授学院行政管理大学本科毕业
1,中共党员
,党委宣传部宣传干事
1,中共党员
,党组成员
,党组副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,纪委书记
1,党支部委员
1,党支部书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委书记
1,机关党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,纪委驻中宣部纪检组副组长
1,中共党员
1,中共党员
1,纪委书记
1,纪委书记
,省委员
,中共安徽省委政法委员
,省委政法委员
1,党委委员
1,党委委员
1,党支部书记
1,党委书记
1,机关党委委员
1,党委委员
1,党委书记
,党委副书记
,党委副书记
,党组成员
1,党委委员
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,纪委书记
1,党委书记
1,纪委书记
,党委副书记
1,党委书记
1,党委书记
1,党委委员
1,党委委员
1,党委书记
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,纪委书记
1,中共党员
1,团委书记
,党委常务副书记
1,党委书记
1,中共党员
1,中共党员
,机关党委正司级干部
,机关党委常务副书记
,纪委第三纪检监察室综合处副处长
,县委副书记
,纪委第三纪检监察室正处级检查员
,纪委第二纪检监察室正处级检查员
,纪委第二纪检监察室二处处长
,纪委第二纪检监察室副局级纪律检查员
,纪委第七纪检监察室副局级纪律检查员
,纪委副书记
,纪委副书记
,纪委副书记
,纪委副书记
,纪委副书记
1,中共党员
1,中共党员
,毕业于中央党校
1,党委委员
1,党委书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,党委委员
1,党委委员
1,党委书记
1,党委书记
1,纪委书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,纪委监察部机关办案人才库首批成员
,党代会党代表
1,党委委员
1,党委委员
,市委总值班室调研员
1,党委委员
1,党委委员
1,中共党员
,党委副书记
,党委副书记
1,机关党委委员
1,机关党委委员
1,机关党委委员
,党委组织部部长
,党委组织部部长
1,党委委员
1,党委委员
1,党委委员
1,团委书记
1,党委委员
1,机关党委委员
1,机关党委委员
,党委副书记
1,党委书记
1,纪委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,机关党委委员
1,中共党员
1,党委书记
1,党委书记
1,党委委员
1,党委委员
1,党组书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
,加入中国共产党
,市委宣传部副部长
,市委宣传部副部长
,区委副书记
,区委副书记
1,区委书记
1,市委常委
1,区委书记
1,市委常委
1,市委常委
1,党委书记
1,党委书记
1,党委委员
1,党委委员
,加入中国共产党
1,党委委员
1,党委委员
,加入中国共产党
1,党总支书记
,党委副书记
1,党委委员
1,党委委员
1,中共党员
1,党委委员
,纪委监察部科员
1,纪委书记
1,党委常委
1,纪委书记
1,党委委员
,加入中国共产党
1,纪委书记
1,党委常委
1,纪委书记
1,党委常委
1,纪委书记
1,党委委员
1,中共党员
1,党委委员
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党组书记
,党委副书记
,加入中国共产党
,党组成员
,党组成员
,党组成员
,党委副书记
,党委办公室)副主任
,党委副书记
1,纪委书记
1,党委委员
,加入中国共产党
,党委办公室副主任
,党委办公室主任
1,党委委员
1,中共党员
,党委宣传部部长
1,党委书记
1,团委书记
,党委办公室主任
1,党总支书记
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,纪委书记
,党委组织部副部长
1,党委书记
,加入中国共产党
1,党委委员
1,党委委员
1,党委委员
,加入中国共产党
1,党委书记
1,纪委书记
1,党委委员
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,中共党员
1,党委书记
1,党支部书记
,党委副书记
1,中共党员
1,党委委员
,党委副书记
,党委宣传部部长
,党委组织部部长
,党委办公室)主任
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,市委常委
,加入中国共产党
,纪委国家监委驻本行纪检监察组副组长
,纪委副书记
,纪委副书记
,党委办公室主任
,团委副书记
,党组副书记
,共产党中央纪律检查委员
1,党委书记
,党委副书记
1,党委书记
,加入中国共产党
,党委组织部)副部长
,党委组织部)部长
,党委副书记
1,纪委书记
1,党工委书记
1,党委委员
1,党委委员
,党委副书记
1,纪委书记
1,党委书记
1,党委委员
,党委副书记
1,中共党员
1,党委书记
1,党委书记
,党委副书记
1,党务工作
1,中共党员
1,中共党员
,党组成员
,党组纪检组组长
,党组成员
,纪委副书记
,纪委副书记
,党委副书记
1,纪委书记
,纪委副书记
,纪委副书记
1,党委书记
,纪委副书记
,纪委副书记
1,党委书记
1,纪委书记
1,党委委员
,党委副书记
1,中共党员
1,党委委员
,党委组织部部长
,党委副书记
,党委副书记
,纪委案件审理室(“两案”办公室)副局级纪律检查员
,纪委案件审理室副局级纪律检查员
1,党委常委
1,纪委书记
1,党委常委
1,纪委书记
1,党委常委
1,纪委书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委委员
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,中共党员
1,党委常委
1,党委常委
,中共中央党校一年制中青班学习
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,中共党员
,党委副书记
1,中共党员
,毕业于中共中央党校
1,中共党员
1,中共党员
,党委副书记
,党委副书记
,党委副书记
1,中共党员
1,党委常委
,党委副书记
1,市委常委
1,市委常委
,党委宣传部副部长
,党委宣传部部长
1,党委常委
1,党委书记
1,党委常委
,党委副书记
1,党委委员
,党委组织部部长
1,党工委书记
,党委副书记
1,纪委书记
1,中共党员
1,党支部书记
,党委副书记
1,党委书记
,党委副书记
1,团委书记
1,党委书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,中共党员
,党委办主任
1,支部书记
1,中共党员
1,党委委员
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,党委常委
1,党委常委
,党委副书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
,党委组织部)部长
1,党总支书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,中共党员
1,党委委员
1,党委委员
1,团委书记
,党委副书记
1,团委常委
,党总支副书记
1,党总支书记
1,党委委员
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,纪委书记
,党委副书记
1,中共党员
1,党组书记
1,党组书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,机关党委副司局级干部
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,党总支副书记
1,党总支书记
1,党委书记
1,党委委员
1,党委书记
1,党委书记
,党组纪检组组长
,党委政治部副主任
,党群办副主任
1,团委书记
,党委副书记
1,纪委书记
,党委副书记
1,党支部书记
1,中共党员
1,党委委员
1,党支部书记
,区委工业交通部干部
1,中共党员
,党委副书记
,党委副书记
1,党委常委
1,党委常委
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,中共党员
1,党委书记
1,纪委书记
1,党委常委
1,纪委书记
,党委副书记
1,纪委书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,党委常委
1,党委常委
1,党委书记
1,党委委员
1,党委书记
1,党委书记
1,中共党员
1,党委常委
1,党委常委
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,纪委书记
1,党委书记
1,党委常委
1,党委书记
1,中共党员
,党委组织部部长
,党委办公室主任
1,党委委员
1,中共党员
1,中共党员
1,党委委员
,党组成员
,党组成员
1,党委委员
1,中共党员
1,中共党员
,共产党员
1,党总支书记
1,中共党员
1,党支部书记
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,党委书记
1,党委委员
1,党委书记
1,党委书记
1,支部书记
,省委驻江华县社教队副组长
1,支部书记
1,中共党员
1,党委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,市委组织部科员
,党委副书记
,党校法学教员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,党委常委
1,团委书记
,党委副书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
,党组成员
,党组纪检组成员
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
,党委副书记
1,党委常委
1,中共党员
1,中共党员
1,团委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委秘书
1,党委委员
1,党政办主任
,党委副书记
1,纪委书记
,党组成员
,党组成员
1,党委书记
1,党委书记
1,党委委员
1,纪委书记
,党委副书记
1,党委委员
1,党委委员
1,中共党员
,党委组织委员
,党工委副书记
,党委副书记
,党工委副书记
,党委副书记
,党工委副书记
,党组成员
,党委副书记
1,党委书记
1,党支部书记
1,党支部书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,区委书记
1,党委书记
1,党委书记
,党组成员
1,中共党员
1,中共党员
,党校大学学历
,省委党校大学学历
1,党委书记
1,党委书记
1,中共党员
,共产党员
1,中共党员
,党组成员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
,共产党员
1,中共党员
1,中共党员
1,中共党员
1,团委书记
1,纪委书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党委书记
1,党支部书记
,党工委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,支部副书记
,县委宣传部文明办干部
1,党工委书记
1,党组书记
1,党委书记
,党校党委书记
,县委党校党委书记
1,党委书记
1,党总支书记
1,党委委员
1,党委委员
,中共建德市委常委
1,市委常委
1,纪委书记
,中共杭州市委外宣办(新闻办)主任
,市委外宣办(新闻办)主任
,市委宣传部副部长
1,党委书记
,党委副书记
1,党委书记
1,团委书记
1,党支部书记
,党委副书记
1,党委书记
1,中共党员
1,团委书记
1,党委委员
1,党委委员
,党总支副书记
,党总支副书记
,党委副书记
1,纪委书记
1,党委书记
1,纪委书记
,毕业于北京市委党校
,毕业于北京市委
1,党支部书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,党委书记
,党总支副书记
1,党总支书记
1,中共党员
1,党委委员
,党委副书记
1,中共党员
,省委宣传部文化事业处副处长
1,党委委员
1,党委书记
,党委组织部副主任
1,中共党员
,党组副书记
1,党委委员
1,团委书记
,党支部副书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
,纪委副书记
,纪委办公室主任
,纪委办公室主任
,纪委副书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
,党委(纪委)办公室)总经理
,纪委)办公室)总经理
,团委副书记
,团委副书记
,党委副书记
,党委(纪委)办公室)副总经理
,纪委)办公室)副总经理
1,团委书记
1,党委常委
,党委副书记
1,纪委书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党委委员
,党组成员
1,党委书记
1,中共党员
,加入中国共产党
,党委副书记
,党委副书记
1,党委委员
,党群部副部长
,加入中国共产党
1,党委委员
,党委副书记
1,纪委书记
,加入中国共产党
,加入中国共产党
,党委副书记
1,中共党员
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
,团委副书记
1,党委书记
1,党委书记
,党委副书记
1,纪委书记
1,党委委员
,党委组织部副部长
1,党委书记
1,纪委书记
1,中共党员
1,党委秘书
,党委副书记
1,党代会代表
,党委副书记
1,纪委书记
,党工委副书记
1,党委书记
,党组成员
1,党委常委
,中共黑龙江省鹤岗市委常委
1,市委常委
1,共产党党员
1,共产党党员
1,共产党党员
1,共产党党员
1,纪委书记
1,纪委书记
1,中共党员
,加入中国共产党
1,党委书记
1,党委书记
,党委副书记
,党委副书记
1,党委委员
1,党委常委
1,党委委员
1,中共党员
1,党委书记
,加入中国共产党
,党支部副书记
1,党支部书记
1,党总支书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,团委书记
,党委组织部副部长
1,党委书记
,党组成员
,党组成员
,党组成员
,党委副书记
,党委副书记
,党委副书记
1,党组书记
1,党组书记
,加入中国共产党
1,中共党员
1,中共党员
,团委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委委员
,党委组织部部长
,党委组织部部长
1,共产党党员
,党委副书记
1,党委书记
1,党委常委
1,党委书记
,党委副书记
1,党委书记
,党委办公室)主任
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委办公室)主任
1,中共党员
1,中共党员
,党总支副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
,党组成员
1,党委常委
1,党委书记
,党组成员
1,市委常委
,市委副书记
,市委副书记
,市委副书记
,党组成员
,党组成员
1,党委书记
,党委副书记
,党委副书记
,党组成员
1,党委书记
1,中共党员
,团委副书记
1,中共党员
1,中共党员
,党委副书记
1,党组书记
1,市委常委
1,党组书记
1,党组书记
,市委副书记
1,市委书记
1,省委常委
1,市委书记
1,党组书记
1,中共党员
1,党委书记
,党委副书记
1,中共党员
,中央党校函授学院经济管理专业
1,党委书记
1,党委常委
1,党委书记
1,党委书记
,党组成员
,党组成员
1,党组书记
1,党委书记
1,党委常委
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,中共党员
,团委副书记
1,党委书记
,党组成员
1,党委书记
1,党委书记
,党组成员
1,党委常委
1,党委常委
1,党委书记
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党组书记
,党组巡视办主任
,党组副书记
,党委副书记
1,党委委员
,党委副书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,党总支书记
,党委副书记
1,党委书记
,党委副书记
1,党委书记
,纪委办公厅正处级检查员
1,党委委员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,党委书记
1,党委委员
,党委宣传部部长
,党委副书记
1,纪委书记
,加入中国共产党
1,党委书记
1,党委常委
1,党委常委
1,党委委员
1,党委书记
1,党委书记
,党委副书记
1,党委书记
1,党委常委
1,党委委员
,党委副书记
,党委副书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,加入中国共产党
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
1,党委常委
,党委副书记
,党委副书记
1,纪委书记
1,纪委书记
1,纪委书记
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,共产党党员
1,党支部书记
,党委副书记
,党委副书记
,党组副书记
,团委副书记
1,团委书记
1,支部书记
1,团委书记
1,团委书记
1,党委书记
1,纪委书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党委委员
1,党委书记
,党支部副书记
,党组副书记
1,党委书记
