name,code,sentence
黄庆林,002271,"黄庆林先生,1966年出生,瑞士维多利亚大学工商管理专业硕士研究生,高级经济师、中国注册会计师、中国注册资产评估师、注册企业风险管理师、国际会计师,中国国籍,无永久境外居留权"
李光金,002272,"1997.09--2001.08在四川联合大学管理工程系工作,并担任系科研秘书,1998年12月晋升副教授"
何海明,002280,"目前在传媒大学组织《企业营销战略研究》和《新媒体创业与创新》两门课,研究的方向为企业营销战略,新媒体创业,文化产业投资和体育营销"
干煜军,002281,"干煜军:男,汉族,1974年8月生,湖北浠水人,中共党员,1996年7月参加工作,郑州工业大学电力系统及自动化专业毕业,本科学历,学士学位,高级工程师"
钟广法,002278,德国汉堡大学访问学者
刘唯唯,002285,"刘唯唯先生,中国国籍,无境外居留权,1972年11月1日生,北京航天航空大学硕士研究生学历"
贾维臣,002286,"贾维臣,男,中国国籍,无境外永久居留权,1972年7月出生,中共党员,大学专科"
侯菊艳,002296,"侯菊艳,女,1967年生,中国国籍,无境外永久居留权,毕业于甘肃工业大学社会科学系工业会计专业,本科学历,会计师"
袁宏贵,002303,"袁宏贵先生:1979年出生,中国国籍,无永久境外居留权,大学专科学历,中国注册会计师协会非执业会员,曾任职深圳市鼎益投资有限公司、同方股份有限公司"
王国华,002308,英国温博尔(Warnborough)大学MBA
钟永红,002305,"钟永红,男,1966年出生,成都科技大学水利水电工程建筑专业本科,高级工程师,曾任中国水电建设集团房地产武汉有限公司总经理,中国水电建设集团房地产(都江堰)有限公司总经理,中国电建地产集团四川区域总部党工委书记、副总经理"
胡泊,002305,"胡泊,男,1970年出生,美国管理技术大学(UMT)工商管理专业硕士"
徐志坚,002304,"徐志坚,男,1964年3月出生,中国国籍,研究生学历,博士学位,大学教授"
陈波瀚,002309,"硕士学历,毕业于美国UMT大学项目管理专业"
王岩,002310,"王岩:中国国籍,无境外永久居留权,女,1981年12月出生,硕士学位,毕业于英国格拉斯哥大学国际金融专业"
刘文苑,002325,"刘文苑,男,1969年11月生,1992年毕业于广东西江大学室内设计专业"
孔英,002327,加拿大约克大学经济系终身教授
郭逸飞,002327,"郭逸飞,男,38岁,硕士学历,毕业于比利时列日大学高级工商管理专业,中国国籍,无永久境外居留权"
陈国红,002327,"陈国红女士:中国国籍,董事,中国国籍,无境外居留权,1964年出生,大学专科"
张健强,002327,"张健强:中国国籍,无永久境外居留权,男,1976年出生,1998年毕业于韶关大学装潢设计专业"
张宝柱,002336,"张宝柱,男,中国国籍,1962年11月出生,硕士研究生,注册会计师、资产评估师、税务师、造价工程师、辽宁工程大学副教授"
陈敏,002340,"陈敏,男,1987年1月生,澳大利亚伍伦贡大学金融专业毕业,研究生学历"
叶碧云,002343,"叶碧云:女,1951年5月生,中国国籍,无永久境外居留权,大学专科学历,统计师职称"
崔铁军,002338,"1995年9月至1997年7月在德国Karlsruhe大学任洪堡学者研究员,1997年7月至2000年10月,在美国UniversityofIllinoisatUrbana-Champaign作博士后研究,2000年10月至2002年7月,任该校研究科学家"
吴树阶,002340,"曾任职于中国十五冶金建设有限公司、黄石电视大学、中纺集团黄石纺机厂、武汉市信息中心,现任职于武汉新羌红枣销售有限公司,现任格林美股份有限公司独立董事"
甘玲,002352,"甘玲女士,女,1974年出生,中国国籍,毕业于美国德州大学奥斯丁分校,工商管理硕士学位"
周永健,002352,"2018年12月,周先生获中国香港公开大学颁授荣誉博士"
苏永琴,002359,"河北广播电视大学企业管理专业毕业,中国注册会计师"
李长领,002358,"李长领先生,中国国籍,无境外永久居留权,1962年出生,1981年毕业于许昌农机学校农机专业,1987年进修于河南电视大学机械制造专业,获机械制造工程师职称"
赵中亭,002358,"赵中亭先生,中国国籍,无境外永久居留权,1967年出生,河南省长葛市人,大学专科学历,电器工程师"
韩永亮,002358,"1979年出生,大学专科学历"
谭钦水,002370,"谭钦水先生:1970年9月出生,大学专科,执业药师、工程师"
杨征帆,002371,"杨征帆先生,中国国籍,1981年2月出生,毕业于英国布里斯托大学计算机系全球计算与多媒体专业,硕士研究生学历"
俞鹂,002366,"俞鹂,女,1963年10月1日出生,中国国籍,无国外永久居留权,美国百林顿大学工商管理硕士"
陈尧根,002370,"陈尧根先生:1951年2月出生,大学专科,高级经济师"
邵晓燕,002375,"邵晓燕女士:中国国籍,无境外居留权,1964年6月出生,大学大专学历"
赵前方,002379,"赵前方先生,中国国籍,无境外永久居留权,出生于1961年,大专学历,毕业于北京人文函授大学群众文化管理专业,现任中国有色金属加工工业协会特邀副理事长、山东省铝业协会秘书长、滨州市十一届人大代表"
张爱平,002385,"张爱平女士,中国国籍,无永久境外居留权,出生于1980年6月,本科学历,2006年4月进入大北农集团,历任集团客户培训部专员、主管、主任,现任大北农集团创业大学校长助理、文化纪律部总监"
沈凯菲,002381,"2009年8月至2010年10月在海富产业投资基金管理有限公司实习,2010年11月至2011年7月任职于浙江双箭橡胶股份有限公司财务部,2011年8月至2013年11月就读于英国纽卡斯尔大学国际工商管理专业,2013年12月至2019年2月任浙江双井投资有限公司执行董事兼总经理,2019年2月至今任浙江双井投资有限公司执行董事,2014年2月17日起至今任浙江双箭橡胶股份有限公司副董事长,2019年2月26日起至今兼任公司副总经理"
石雨生,002378,2003年到2004年在英国南安普顿大学研修
宋维平,002385,"2005年加入北京大北农科技集团股份有限公司,北京大北农科技集团股份有限公司董事、副总裁、高级副总裁,中国农民大学副校长等职务"
陈船,002390,"陈船:女,中国籍,无境外永久居留权,1969年出生,大学专科学历,高级会计师"
卢亚芳,002390,"卢亚芳:女,中国籍,无境外永久居留权,1969年出生,大学专科学历"
叶东毅,002396,"叶东毅,男,1964年出生,中国国籍,无境外永久居留权,法国图卢兹大学毕业,博士学位,研究生学历"
王肇辉,002399,"自2001年6月至2009年8月,王先生担任中国大学生杂志社资深记者"
侯文学,002403,"侯文学:男,中国国籍,无境外永久居留权,1968年8月出生,大学专科学历,浙江爱仕达电器股份有限公司监事"
杨征帆,002409,"杨征帆先生,中国国籍,1981年2月出生,毕业于英国布里斯托大学计算机系全球计算与多媒体专业,硕士研究生学历"
袁正刚,002410,"曾任加拿大蒙特利尔大学博士后研究员,广联达科技股份有限公司研发中心经理、高级副总裁"
于良耀,002418,"于良耀,男,1973年出生,博士、副研究员、博士生导师,山东潍坊人,汽车大学车辆与运载学院教师"
王辉良,002418,"王辉良:男,中国国籍,1976年12月出生,中共党员,大学专科学历"
王晶翼,002422,"曾任美国阿肯色医科大学医学助理教授(Tenuretrack)、齐鲁制药有限公司集团副总经理和药物研究院院长,目前兼任《中国新药杂志》编委、国家科学技术奖励评审专家、重大新药创制国家科技重大专项评委等社会职务"
钟国跃,002424,"1992年8月至1996年1月,博士研究生就读于日本富山医科药科大学药学"
马汉杰,002425,"现任汕头市澄海开放大学、汕头市澄海职业技术学校教师,财商部主任,汕头市汕特会计师事务所有限公司任项目经理"
郁全和,002435,"郁全和,男,中国国籍,无永久境外居留权,1941年生,高级政工师、高级经济师,1993年江苏广播电视大学企业思想政治专业结业"
林冬香,002438,"林冬香女士:1973年出生,中国国籍,无境外永久居留权,大学专科学历,会计师"
李曙,002438,"李曙女士:1958年出生,中国国籍,无境外永久居留权,大学专科学历"
李一青,002435,"李一青,男,中国国籍,无永久境外居留权,英国布里斯托尔大学航空航天工程硕士"
韩力,002438,"韩力先生:1987年出生,中国国籍,无境外永久居留权,澳大利亚TURRAMURRAHIGHSCHOOL及麦考瑞大学MACQUARIEUNIVERSITY本科学历,共青团第十七次全国代表大会代表,中华全国青年联合会第十二届委员会委员,河北省第十二届人大代表,并担任中国钢铁工业协会第五届理事会常务理事、中国青年企业家协会常务理事、河北省青年企业家协会副会长,河北省青年联合会副主席"
陈岚,002436,"陈岚女士:中国国籍,无境外居留权,大学专科学历,经济师"
缪宁,002438,"缪宁先生:1964年出生,中国国籍,无境外永久居留权,大学硕士研究生学历,中级经济师"
王燕,002436,王燕女士:大学专科学历
吴建新,002438,"吴建新先生:1965年出生,中国国籍,无境外永久居留权,大学专科学历,高级工程师、高级经济师"
张立宏,002438,"张立宏先生:1975年出生,中国国籍,无境外永久居留权,大学专科学历,工程师"
章其强,002438,"章其强先生:1980年出生,中国国籍,无境外永久居留权,大学硕士研究生学历"
杨宝作,002445,利物浦大学市场营销授课型硕士
王森,002449,曾任华为公司营销工程师、英国ULSTER大学供应链管理研究员、英国HULL大学和STEETLEY公司联合项目负责人、陕西汽车集团有限公司副总经济师兼战略发展部部长、龙宇钒业董事、国星半导体董事、国星电子董事
赵丽娟,002454,于2020年7月17日委任为华立大学集团有限公司独立非执行董事及审核委员会主席
夏红伟,002454,"夏红伟,男,1971年出生,中共党员,中国国籍,大学专科学历"
吴礼淦,002463,"吴礼淦先生:中国台湾地区省籍(已取得中国香港永久性居民身份),1941年出生,毕业于中国台湾地区东海大学化学系,沪士电子股份有限公司创始人,现任沪士电子股份有限公司董事长"
黄新明,002459,"1997年至2001年,任日本信州大学特别研究员"
张晓崧,002462,"现任万源企业董事长兼万度网络技术有限公司董事长,中国民营科技实业家协会副理事长、中国青年实业发展促进会常务理事、中国经济体制改革研究会理事、全国大学生就业创业培训工程组委会常务副主任、泰山产业研究院副院长,2014年9月至今任嘉事堂药业股份有限公司独立董事"
郑玉芝,002464,"郑玉芝:女,公司董事,1954年7月出生,中国籍,加拿大皇家大学(ROYALROADSUNIVERSITY)工商管理硕士学位、高级国际财务管理师(SIFM)"
郝文建,002458,"郝文建先生,1982年出生,汉族,中国国籍,无境外永久居留权,大学专科学历"
张敬泽,002457,"张敬泽,男,1969年3月出生,中共党员,大学专科,中级经济师"
楼梦良,002458,英国格拉斯哥大学家禽育种和营养专业博士
张民,002472,2001年12月至2004年3月，在德国斯图加特大学机床研究所任切削技术组研究职员
戴宏强,002469,"戴宏强:男,中国国籍,无境外居留权,1973年出生,汉族,中共党员,大学专科学历,高级工程师、一级注册结构工程师"
谷莉,002467,"谷莉女士,1974年出生,中国国籍,大学专科学历"
叶东毅,002474,"叶东毅,男,1964年出生,中国国籍,无境外永久居留权,法国图卢兹大学毕业,博士学位,研究生学历"
叶剑波,002474,"叶剑波:中国国籍,无境外永久居留权,男,1958年生,毕业于福建广播电视大学英语专业,大专学历"
李玉林,002481,"李玉林先生,1975年出生,中国国籍,无境外居留权,大学专科学历"
马菊萍,002481,"马菊萍女士,1980年出生,中国国籍,无境外居留权,大学专科学历"
邵万斌,002481,"邵万斌先生,1963年出生,中国国籍,无境外居留权,大学专科学历"
